Id;Source;Target;person_id;exhibitor;exhibition_id;exhibition;year;name_from_catalogue;place_name
1128;p_391;e_10;391;Büche, Josef;10;10. Große Jahresausstellung (Künstlerhaus);1879;Büche, Josef;merano
1129;p_391;e_11;391;Büche, Josef;11;11. Jahresausstellung (Künstlerhaus);1880;Büche, Josef;merano
1130;p_391;e_13;391;Büche, Josef;13;13. Jahresausstellung (Künstlerhaus);1883;Büche, Josef;merano
1131;p_391;e_14;391;Büche, Josef;14;14. Jahresausstellung (Künstlerhaus);1884;Büche, Josef;merano
1132;p_391;e_15;391;Büche, Josef;15;15. Jahresausstellung (Künstlerhaus);1885;Büche, Josef;Vienna
1133;p_391;e_16;391;Büche, Josef;16;16. Jahresausstellung (Künstlerhaus);1886;Büche, Josef;merano
1134;p_391;e_18;391;Büche, Josef;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Büche, Josef;no value
1135;p_391;e_19;391;Büche, Josef;19;18. Jahresausstellung (Künstlerhaus);1889;Büche, Josef;Vienna
1136;p_391;e_20;391;Büche, Josef;20;19. Jahresausstellung (Künstlerhaus);1890;Büche, Josef;Vienna
1137;p_391;e_22;391;Büche, Josef;22;21. Jahresausstellung (Künstlerhaus);1892;Büche, Josef;Vienna
1138;p_391;e_23;391;Büche, Josef;23;22. Jahresausstellung (Künstlerhaus);1893;Büche, Josef;Vienna
1139;p_392;e_11;392;Büchel, Eduard Karl;11;11. Jahresausstellung (Künstlerhaus);1880;Büchel, Eduard Karl;Dresden
1140;p_393;e_7;393;Buchholz, Karl;7;7. Große Jahresausstellung (Künstlerhaus);1876;Buchholz, Karl;Weimar
1141;p_393;e_8;393;Buchholz, Karl;8;8. Große Jahresausstellung (Künstlerhaus);1877;Buchholz, Karl;Weimar
1142;p_393;e_9;393;Buchholz, Karl;9;9. Große Jahresausstellung (Künstlerhaus);1878;Buchholz, Karl;Weimar
1143;p_393;e_10;393;Buchholz, Karl;10;10. Große Jahresausstellung (Künstlerhaus);1879;Buchholz, Karl;Weimar
1144;p_393;e_11;393;Buchholz, Karl;11;11. Jahresausstellung (Künstlerhaus);1880;Buchholz, Karl;Weimar
1145;p_393;e_12;393;Buchholz, Karl;12;12. Jahresausstellung (Künstlerhaus);1881;Buchholz, Karl;Weimar
1146;p_393;e_15;393;Buchholz, Karl;15;15. Jahresausstellung (Künstlerhaus);1885;Buchholz, Karl;Weimar
1147;p_393;e_16;393;Buchholz, Karl;16;16. Jahresausstellung (Künstlerhaus);1886;Buchholz, Karl;Weimar
1148;p_393;e_18;393;Buchholz, Karl;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Buchholz, Karl;no value
1149;p_394;e_18;394;Büchler, Eduard;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Büchler, Eduard;no value
1150;p_395;e_21;395;Buchta, Richard;21;20. Jahresausstellung (Künstlerhaus);1891;Buchta, Richard;Vienna
1151;p_395;e_22;395;Buchta, Richard;22;21. Jahresausstellung (Künstlerhaus);1892;Buchta, Richard;Vienna
1152;p_395;e_23;395;Buchta, Richard;23;22. Jahresausstellung (Künstlerhaus);1893;Buchta, Richard;Vienna
1153;p_396;e_18;396;Buckman, Edwin;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Buckman, Edwin;no value
1154;p_397;e_2;397;Budde, Bernhard;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Budde, Bernhard;Düsseldorf
1155;p_398;e_11;398;Budinsky, Minna von;11;11. Jahresausstellung (Künstlerhaus);1880;Budinsky, Dovanhi M.;Vienna
1156;p_2181;e_15;2181;Odkolek-Budinsky, Auguste Baronin;15;15. Jahresausstellung (Künstlerhaus);1885;Budinsky-Odholek, Auguste Baronin;Dresden
1157;p_399;e_1;399;Bühlmayer, Conrad;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Bühlmayer, Conrad;Vienna
1158;p_399;e_2;399;Bühlmayer, Conrad;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Bühlmayer, Conrad;Vienna
1159;p_399;e_3;399;Bühlmayer, Conrad;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Bühlmayer, Conrad;Vienna
1160;p_399;e_4;399;Bühlmayer, Conrad;4;4. Große Jahresausstellung (Künstlerhaus);1872;Bühlmayer, Conrad;Vienna
1161;p_399;e_5;399;Bühlmayer, Conrad;5;5. Große Jahresausstellung (Künstlerhaus);1874;Bühlmayer, Conrad;Vienna
1162;p_399;e_6;399;Bühlmayer, Conrad;6;6. Große Jahresausstellung (Künstlerhaus);1875;Bühlmayer, Conrad;Vienna
1163;p_399;e_7;399;Bühlmayer, Conrad;7;7. Große Jahresausstellung (Künstlerhaus);1876;Bühlmayer, Conrad;Vienna
1164;p_399;e_8;399;Bühlmayer, Conrad;8;8. Große Jahresausstellung (Künstlerhaus);1877;Bühlmayer, Conrad;Vienna
1165;p_399;e_9;399;Bühlmayer, Conrad;9;9. Große Jahresausstellung (Künstlerhaus);1878;Bühlmayer, Conrad;Vienna
1166;p_399;e_10;399;Bühlmayer, Conrad;10;10. Große Jahresausstellung (Künstlerhaus);1879;Bühlmayer, Conrad;Vienna
1167;p_399;e_11;399;Bühlmayer, Conrad;11;11. Jahresausstellung (Künstlerhaus);1880;Bühlmayer, Conrad;Vienna
1168;p_399;e_12;399;Bühlmayer, Conrad;12;12. Jahresausstellung (Künstlerhaus);1881;Bühlmayer, Conrad;Vienna
1169;p_399;e_13;399;Bühlmayer, Conrad;13;13. Jahresausstellung (Künstlerhaus);1883;Bühlmayer, Conrad;Vienna
1170;p_399;e_18;399;Bühlmayer, Conrad;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Bühlmayer, Conrad;no value
1171;p_400;e_10;400;Buhot, Felix;10;10. Große Jahresausstellung (Künstlerhaus);1879;Buhot, Felix;no value
1172;p_401;e_4;401;Bültemeyer, Heinrich;4;4. Große Jahresausstellung (Künstlerhaus);1872;Bültemeyer, Heinrich;no value
1173;p_401;e_7;401;Bültemeyer, Heinrich;7;7. Große Jahresausstellung (Künstlerhaus);1876;Bültemeyer, Heinrich;Vienna
1174;p_401;e_11;401;Bültemeyer, Heinrich;11;11. Jahresausstellung (Künstlerhaus);1880;Bültemeyer, Heinrich;Vienna
1175;p_401;e_14;401;Bültemeyer, Heinrich;14;14. Jahresausstellung (Künstlerhaus);1884;Bültemeyer, Heinrich;Vienna
1176;p_401;e_18;401;Bültemeyer, Heinrich;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Bültemeyer, Heinrich;no value
1177;p_401;e_23;401;Bültemeyer, Heinrich;23;22. Jahresausstellung (Künstlerhaus);1893;Bültemeyer, Heinrich;Vienna
1178;p_401;e_27;401;Bültemeyer, Heinrich;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Bültemeyer, Heinrich;Vienna
1179;p_402;e_14;402;Bunke, Franz;14;14. Jahresausstellung (Künstlerhaus);1884;Bunke, Franz;Weimar
1180;p_402;e_20;402;Bunke, Franz;20;19. Jahresausstellung (Künstlerhaus);1890;Bunke, Franz;Weimar
1181;p_403;e_20;403;Bunzl, Carl;20;19. Jahresausstellung (Künstlerhaus);1890;Bunzl, Carl;Vienna
1182;p_403;e_21;403;Bunzl, Carl;21;20. Jahresausstellung (Künstlerhaus);1891;Bunzl, Carl;Vienna
1183;p_403;e_22;403;Bunzl, Carl;22;21. Jahresausstellung (Künstlerhaus);1892;Bunzl, Carl;Vienna
1184;p_403;e_23;403;Bunzl, Carl;23;22. Jahresausstellung (Künstlerhaus);1893;Bunzl, Carl;Vienna
1185;p_403;e_24;403;Bunzl, Carl;24;23. Jahresausstellung (Künstlerhaus);1895;Bunzl, Carl;Vienna
1186;p_404;e_20;404;Bürgel, Hugo;20;19. Jahresausstellung (Künstlerhaus);1890;Bürgel, Hugo;Munich
1187;p_404;e_22;404;Bürgel, Hugo;22;21. Jahresausstellung (Künstlerhaus);1892;Bürgel, Hugo;Munich
1188;p_404;e_29;404;Bürgel, Hugo;29;27. Jahresausstellung (Künstlerhaus);1900;Bürgel, Hugo;Munich
1189;p_405;e_7;405;Burger, Anton;7;7. Große Jahresausstellung (Künstlerhaus);1876;Burger, A.;Paris
1190;p_406;e_3;406;Burger, Leopold;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Burger, Leopold;Berlin
1191;p_406;e_17;406;Burger, Leopold;17;17. Jahresausstellung (Künstlerhaus);1887;Burger, Leopold;Vienna
1192;p_406;e_22;406;Burger, Leopold;22;21. Jahresausstellung (Künstlerhaus);1892;Burger, Leopold;Vienna
1193;p_406;e_24;406;Burger, Leopold;24;23. Jahresausstellung (Künstlerhaus);1895;Burger, Leopold;Vienna
1194;p_406;e_29;406;Burger, Leopold;29;27. Jahresausstellung (Künstlerhaus);1900;Burger, Leopold;Vienna
1195;p_407;e_1;407;Burger, Ludwig;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Burger, Ludwig;Berlin
1196;p_407;e_18;407;Burger, Ludwig;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Burger, Ludwig;no value
1197;p_408;e_1;408;Bürgers, Heinrich;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Bürgers, Heinrich;Paris
1198;p_409;e_2;409;Burghardt, Hermann;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Burghardt, Hermann;Vienna
1199;p_409;e_10;409;Burghardt, Hermann;10;10. Große Jahresausstellung (Künstlerhaus);1879;Burghardt, Hermann;Vienna
1200;p_410;e_26;410;Burgstaller, Georg;26;25. Jahresausstellung (Künstlerhaus);1897;Burgstaller, Georg;Vienna
1201;p_411;e_24;411;Burkhart, Carl Alois;24;23. Jahresausstellung (Künstlerhaus);1895;Burkhart, Carl Alois;Vienna
1202;p_412;e_18;412;Bürklein, Gottfried;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Bürklein, Gottfried;no value
1203;p_414;e_29;414;Burne-Jones, Sir Edward;29;27. Jahresausstellung (Künstlerhaus);1900;Burne-Jones, Sir Edward;no value
1204;p_415;e_2;415;Burnier, Richard;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Burnier, Richard;Düsseldorf
1205;p_415;e_4;415;Burnier, Richard;4;4. Große Jahresausstellung (Künstlerhaus);1872;Burnier, Richard;Düsseldorf
1206;p_415;e_10;415;Burnier, Richard;10;10. Große Jahresausstellung (Künstlerhaus);1879;Burnier, Richard;Düsseldorf
1207;p_415;e_12;415;Burnier, Richard;12;12. Jahresausstellung (Künstlerhaus);1881;Burnier, Richard;Düsseldorf
1208;p_416;e_4;416;Burnitz, Peter;4;4. Große Jahresausstellung (Künstlerhaus);1872;Burnitz, P.;Frankfurt am Main
1209;p_417;e_18;417;Burton, Frederic;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Burton, Frederic;no value
1210;p_418;e_9;418;Burveto, Leon;9;9. Große Jahresausstellung (Künstlerhaus);1878;Burvete, Leon;no value
1211;p_419;e_20;419;Busi, Luigi;20;19. Jahresausstellung (Künstlerhaus);1890;Busi, Luigi;Bologna
1212;p_420;e_29;420;Busse, Hans;29;27. Jahresausstellung (Künstlerhaus);1900;Busse, Hans;Florence
1213;p_421;e_29;421;Butler, E. R.;29;27. Jahresausstellung (Künstlerhaus);1900;Butler, E. R.;Florence
1214;p_422;e_19;422;Buttersack, Bernhard;19;18. Jahresausstellung (Künstlerhaus);1889;Buttersack, Bernhard;Munich
1215;p_423;e_2;423;Cabanel, Alexander;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Cabanel, Alexander;Paris
1216;p_424;e_15;424;Cabianca, L.;15;15. Jahresausstellung (Künstlerhaus);1885;Cabianca, L.;Milan
1217;p_425;e_17;425;Cabianca, Vincenzo;17;17. Jahresausstellung (Künstlerhaus);1887;Cablanca, Vincenzo;Rome
1218;p_426;e_18;426;Caffierie, H. R.;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Caffierie, H. R.;no value
1219;p_427;e_2;427;Caille, Leon;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Caille, Leon;Paris
1220;p_428;e_4;428;Calame, Alexandre;4;4. Große Jahresausstellung (Künstlerhaus);1872;Calame, Alexandre;Geneva
1221;p_428;e_8;428;Calame, Alexandre;8;8. Große Jahresausstellung (Künstlerhaus);1877;Calame, Alexandre;Geneva
1222;p_429;e_20;429;Calderini, Marco;20;19. Jahresausstellung (Künstlerhaus);1890;Calderini, Marco;Turin
1223;p_430;e_15;430;Calosci, Arturo;15;15. Jahresausstellung (Künstlerhaus);1885;Calosci, Arturo;Florence
1224;p_430;e_18;430;Calosci, Arturo;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Calosci, Arturo;no value
1225;p_430;e_19;430;Calosci, Arturo;19;18. Jahresausstellung (Künstlerhaus);1889;Calosci, Arturo;Florence
1226;p_431;e_29;431;Cameron, D. Y.;29;27. Jahresausstellung (Künstlerhaus);1900;Cameron, D. Y.;London
1227;p_432;e_3;432;Camino;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Camino;Paris
1228;p_433;e_28;433;Campe, Mathilde von;28;26. Jahresausstellung (Künstlerhaus);1899;Campe, Mathilde von;Munich
1229;p_434;e_18;434;Campriani, Alceste;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Campriani, Alceste;no value
1230;p_435;e_11;435;Canal, Gilbert von;11;11. Jahresausstellung (Künstlerhaus);1880;Canal, Gilbert von;Düsseldorf
1231;p_435;e_15;435;Canal, Gilbert von;15;15. Jahresausstellung (Künstlerhaus);1885;Canal, Gilbert von;Düsseldorf
1232;p_435;e_16;435;Canal, Gilbert von;16;16. Jahresausstellung (Künstlerhaus);1886;Canal, Gilbert von;Düsseldorf
1233;p_435;e_18;435;Canal, Gilbert von;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Canal, Gilbert von;no value
1234;p_435;e_19;435;Canal, Gilbert von;19;18. Jahresausstellung (Künstlerhaus);1889;Canal, Gilbert von;Düsseldorf
1235;p_435;e_21;435;Canal, Gilbert von;21;20. Jahresausstellung (Künstlerhaus);1891;Canal, Gilbert von;Düsseldorf
1236;p_435;e_22;435;Canal, Gilbert von;22;21. Jahresausstellung (Künstlerhaus);1892;Canal, Gilbert von;Düsseldorf
1237;p_435;e_23;435;Canal, Gilbert von;23;22. Jahresausstellung (Künstlerhaus);1893;Canal, Gilbert von;Düsseldorf
1238;p_435;e_24;435;Canal, Gilbert von;24;23. Jahresausstellung (Künstlerhaus);1895;Canal, Gilbert von;Munich
1239;p_435;e_26;435;Canal, Gilbert von;26;25. Jahresausstellung (Künstlerhaus);1897;Canal, Gilbert von;Munich
1240;p_435;e_27;435;Canal, Gilbert von;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Canal, Gilbert von;Munich
1241;p_436;e_21;436;Canciani, Alfonso;21;20. Jahresausstellung (Künstlerhaus);1891;Canciani, Alfonso;Vienna
1242;p_436;e_22;436;Canciani, Alfonso;22;21. Jahresausstellung (Künstlerhaus);1892;Canciani, Alfonso;Vienna
1243;p_436;e_24;436;Canciani, Alfonso;24;23. Jahresausstellung (Künstlerhaus);1895;Canciani, Alfonso;Vienna
1244;p_437;e_21;437;Cannicci, Nicolo;21;20. Jahresausstellung (Künstlerhaus);1891;Cannicci, Nicolo;Florence
1245;p_438;e_21;438;Canzi, Rudolf Edmund;21;20. Jahresausstellung (Künstlerhaus);1891;Canzi, Rudolf Edmund;Vienna
1246;p_438;e_24;438;Canzi, Rudolf Edmund;24;23. Jahresausstellung (Künstlerhaus);1895;Canzi, Rudolf Edmund;Vienna
1247;p_439;e_21;439;Caprile, Vincenzo;21;20. Jahresausstellung (Künstlerhaus);1891;Caprile, Vincenzo;Naples
1248;p_440;e_2;440;Caraud, Josef;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Caraud, Josef;Paris
1249;p_441;e_27;441;Carlandi, Onorato;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Carlandi, Onorato;Rome
1250;p_442;e_27;442;Carolus-Duran, Emilie Auguste;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Carolus-Duran, Emilie Auguste;Paris
1251;p_443;e_11;443;Carpentaivo;11;11. Jahresausstellung (Künstlerhaus);1880;Carpentaivo;Paris
1252;p_444;e_24;444;Carpentier, Evariste;24;23. Jahresausstellung (Künstlerhaus);1895;Carpentier, Evariste;Brussels
1253;p_3065;e_16;3065;Tacke, Louis;16;16. Jahresausstellung (Künstlerhaus);1886;Tacke, Louis;Brunswick
1254;p_445;e_23;445;Carstens, Julius Victor;23;22. Jahresausstellung (Künstlerhaus);1893;Carstens, J. V.;Munich
1255;p_3065;e_23;3065;Tacke, Louis;23;22. Jahresausstellung (Künstlerhaus);1893;Tacke, Louis;Brunswick
1256;p_447;e_18;447;Casado del Alisal, José;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Casado del Alisal, José;no value
1257;p_448;e_18;448;Casanova y Estorach, Antonio;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Casanova y Estorach, Antonio;no value
1258;p_449;e_29;449;Casciaro, Giuseppe;29;27. Jahresausstellung (Künstlerhaus);1900;Casciaro, Giuseppe;Naples
1259;p_449;e_27;449;Casciaro, Giuseppe;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Casciaro, Josef;Naples
1260;p_450;e_7;450;Castan, Moritz;7;7. Große Jahresausstellung (Künstlerhaus);1876;Castan, Moritz;Vienna
1261;p_451;e_1;451;Castan, Pierre Jean Edmond;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Castan, Pierre Jean Edmond;Paris
1262;p_451;e_2;451;Castan, Pierre Jean Edmond;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Castan, Pierre Jean Edmond;Paris
1263;p_451;e_5;451;Castan, Pierre Jean Edmond;5;5. Große Jahresausstellung (Künstlerhaus);1874;Castan, Pierre Jean Edmond;Paris
1264;p_452;e_18;452;Cattermol, Charles;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Cattermol, Charles;no value
1265;p_453;e_23;453;Cauer, Robert;23;22. Jahresausstellung (Künstlerhaus);1893;Cauer, Robert;Rome
1266;p_454;e_21;454;Cavalleri, Vittorio;21;20. Jahresausstellung (Künstlerhaus);1891;Cavalleri, Vittorio;Turin
1267;p_455;e_3;455;Cecchini, Eugenio;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Cecchini, Eugenio D.;Venice
1268;p_456;e_23;456;Cecconi, Lorenzo;23;22. Jahresausstellung (Künstlerhaus);1893;Cecconi, Lorenzo;Rome
1269;p_457;e_16;457;?ernil, Moritz;16;16. Jahresausstellung (Künstlerhaus);1886;Cernil, Moriz;Prague
1270;p_458;e_24;458;Certowicz, Teofila;24;23. Jahresausstellung (Künstlerhaus);1895;Certowicz, Teofila;Karlsruhe
1271;p_458;e_27;458;Certowicz, Teofila;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Certowicz, Teofila;Kraków
1272;p_576;e_4;576;de Cock, Cesar;4;4. Große Jahresausstellung (Künstlerhaus);1872;Cesar de Coque;Brussels
1273;p_459;e_4;459;Cesar, August;4;4. Große Jahresausstellung (Künstlerhaus);1872;Cesar, August;Baden bei Wien
1274;p_459;e_6;459;Cesar, August;6;6. Große Jahresausstellung (Künstlerhaus);1875;Cesar, August;Vienna
1275;p_459;e_7;459;Cesar, August;7;7. Große Jahresausstellung (Künstlerhaus);1876;Cesar, August;Vienna
1276;p_459;e_8;459;Cesar, August;8;8. Große Jahresausstellung (Künstlerhaus);1877;Cesar, August;Baden bei Wien
1277;p_460;e_18;460;Cesar, Josef;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Cesar, Josef;no value
1278;p_461;e_27;461;Chabas, Paul Émile;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Chabas, Paul;Paris
1279;p_462;e_27;462;Chaplain, Clément Jules;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Chaplain, Clément Jules;Paris
1280;p_463;e_1;463;Chaplin, Charles;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Chaplin, Ch.;Paris
1281;p_463;e_4;463;Chaplin, Charles;4;4. Große Jahresausstellung (Künstlerhaus);1872;Chaplin, Ch.;Paris
1282;p_464;e_4;464;Charlemont, Eduard;4;4. Große Jahresausstellung (Künstlerhaus);1872;Charlemont, Eduard;Vienna
1283;p_465;e_4;465;Charlemont, Hugo de;4;4. Große Jahresausstellung (Künstlerhaus);1872;Charlemont, Hugo de;Vienna
1284;p_465;e_5;465;Charlemont, Hugo de;5;5. Große Jahresausstellung (Künstlerhaus);1874;Charlemont, Hugo de;Vienna
1285;p_465;e_6;465;Charlemont, Hugo de;6;6. Große Jahresausstellung (Künstlerhaus);1875;Charlemont, Hugo de;Vienna
1286;p_465;e_7;465;Charlemont, Hugo de;7;7. Große Jahresausstellung (Künstlerhaus);1876;Charlemont, Hugo de;Vienna
1287;p_465;e_8;465;Charlemont, Hugo de;8;8. Große Jahresausstellung (Künstlerhaus);1877;Charlemont, Hugo de;Vienna
1288;p_465;e_9;465;Charlemont, Hugo de;9;9. Große Jahresausstellung (Künstlerhaus);1878;Charlemont, Hugo de;Vienna
1289;p_465;e_11;465;Charlemont, Hugo de;11;11. Jahresausstellung (Künstlerhaus);1880;Charlemont, Hugo de;Vienna
1290;p_465;e_12;465;Charlemont, Hugo de;12;12. Jahresausstellung (Künstlerhaus);1881;Charlemont, Hugo de;Vienna
1291;p_465;e_13;465;Charlemont, Hugo de;13;13. Jahresausstellung (Künstlerhaus);1883;Charlemont, Hugo de;Vienna
1292;p_465;e_14;465;Charlemont, Hugo de;14;14. Jahresausstellung (Künstlerhaus);1884;Charlemont, Hugo de;Vienna
1293;p_465;e_15;465;Charlemont, Hugo de;15;15. Jahresausstellung (Künstlerhaus);1885;Charlemont, Hugo de;Vienna
1294;p_465;e_16;465;Charlemont, Hugo de;16;16. Jahresausstellung (Künstlerhaus);1886;Charlemont, Hugo de;Vienna
1295;p_465;e_17;465;Charlemont, Hugo de;17;17. Jahresausstellung (Künstlerhaus);1887;Charlemont, Hugo de;Vienna
1296;p_465;e_18;465;Charlemont, Hugo de;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Charlemont, Hugo de;no value
1297;p_465;e_19;465;Charlemont, Hugo de;19;18. Jahresausstellung (Künstlerhaus);1889;Charlemont, Hugo de;Vienna
1298;p_465;e_20;465;Charlemont, Hugo de;20;19. Jahresausstellung (Künstlerhaus);1890;Charlemont, Hugo de;Vienna
1299;p_465;e_21;465;Charlemont, Hugo de;21;20. Jahresausstellung (Künstlerhaus);1891;Charlemont, Hugo de;Vienna
1300;p_465;e_22;465;Charlemont, Hugo de;22;21. Jahresausstellung (Künstlerhaus);1892;Charlemont, Hugo de;Vienna
1301;p_465;e_24;465;Charlemont, Hugo de;24;23. Jahresausstellung (Künstlerhaus);1895;Charlemont, Hugo de;Vienna
1302;p_465;e_25;465;Charlemont, Hugo de;25;24. Jahresausstellung (Künstlerhaus);1896;Charlemont, Hugo de;Vienna
1303;p_465;e_26;465;Charlemont, Hugo de;26;25. Jahresausstellung (Künstlerhaus);1897;Charlemont, Hugo de;Vienna
1304;p_465;e_27;465;Charlemont, Hugo de;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Charlemont, Hugo de;Vienna
1305;p_465;e_28;465;Charlemont, Hugo de;28;26. Jahresausstellung (Künstlerhaus);1899;Charlemont, Hugo de;Vienna
1306;p_465;e_29;465;Charlemont, Hugo de;29;27. Jahresausstellung (Künstlerhaus);1900;Charlemont, Hugo de;Vienna
1307;p_466;e_16;466;Charlemont, Theodor;16;16. Jahresausstellung (Künstlerhaus);1886;Charlemont, Theodor;Vienna
1308;p_466;e_18;466;Charlemont, Theodor;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Charlemont, Theodor;no value
1309;p_466;e_20;466;Charlemont, Theodor;20;19. Jahresausstellung (Künstlerhaus);1890;Charlemont, Theodor;Vienna
1310;p_466;e_21;466;Charlemont, Theodor;21;20. Jahresausstellung (Künstlerhaus);1891;Charlemont, Theodor;Vienna
1311;p_466;e_22;466;Charlemont, Theodor;22;21. Jahresausstellung (Künstlerhaus);1892;Charlemont, Theodor;Vienna
1312;p_466;e_23;466;Charlemont, Theodor;23;22. Jahresausstellung (Künstlerhaus);1893;Charlemont, Theodor;Vienna
1313;p_466;e_24;466;Charlemont, Theodor;24;23. Jahresausstellung (Künstlerhaus);1895;Charlemont, Theodor;Vienna
1314;p_466;e_26;466;Charlemont, Theodor;26;25. Jahresausstellung (Künstlerhaus);1897;Charlemont, Theodor;Vienna
1315;p_466;e_27;466;Charlemont, Theodor;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Charlemont, Theodor;Vienna
1316;p_466;e_29;466;Charlemont, Theodor;29;27. Jahresausstellung (Künstlerhaus);1900;Charlemont, Theodor;Vienna
1317;p_467;e_18;467;Charlier, Guillaume;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Charlier, Guillaume;no value
1318;p_467;e_28;467;Charlier, Guillaume;28;26. Jahresausstellung (Künstlerhaus);1899;Charlier, Guillaume;Brussels
1319;p_467;e_29;467;Charlier, Guillaume;29;27. Jahresausstellung (Künstlerhaus);1900;Charlier, Guillaume;Brussels
1320;p_1124;e_8;1124;Hampl, Charlotte;8;8. Große Jahresausstellung (Künstlerhaus);1877;Charlotte, H.;Vienna
1321;p_468;e_28;468;Charpentier, Felix Maurice;28;26. Jahresausstellung (Künstlerhaus);1899;Charpentier, Felix Maurice;Paris
1322;p_469;e_18;469;Chase, Marian Emma;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Chase, Marian;no value
1323;p_470;e_2;470;Chavet, Victor-Joseph;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Chavet, Victor-Joseph;Paris
1324;p_470;e_4;470;Chavet, Victor-Joseph;4;4. Große Jahresausstellung (Künstlerhaus);1872;Chavet, Victor-Joseph;Paris
1325;p_470;e_5;470;Chavet, Victor-Joseph;5;5. Große Jahresausstellung (Künstlerhaus);1874;Chavet, Victor-Joseph;Paris
1326;p_471;e_18;471;Checa, Ulpiano;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Checa, Ulpiano;no value
1327;p_471;e_28;471;Checa, Ulpiano;28;26. Jahresausstellung (Künstlerhaus);1899;Checa, Ulpiano;Paris
1328;p_472;e_13;472;Chelius, Adolf;13;13. Jahresausstellung (Künstlerhaus);1883;Chelius, Adolf;Munich
1329;p_472;e_18;472;Chelius, Adolf;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Chelius, Adolf;no value
1330;p_472;e_21;472;Chelius, Adolf;21;20. Jahresausstellung (Künstlerhaus);1891;Chelius, Adolf;Munich
1331;p_472;e_22;472;Chelius, Adolf;22;21. Jahresausstellung (Künstlerhaus);1892;Chelius, Adolf;Munich
1332;p_473;e_12;473;Che?mi?ski, Jan;12;12. Jahresausstellung (Künstlerhaus);1881;Che?mi?ski, Jan;Munich
1333;p_473;e_27;473;Che?mi?ski, Jan;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Che?mi?ski, Jan;Paris
1334;p_474;e_28;474;Chéret, Jules;28;26. Jahresausstellung (Künstlerhaus);1899;Chéret, Jules;Paris
