Id;Source;Target;person_id;exhibitor;exhibition_id;exhibition;year;name_from_catalogue;place_name
3569;p_1305;e_23;1305;Horsetzky von Hornthal, Melanie;23;22. Jahresausstellung (Künstlerhaus);1893;Horsetzky von Hornthal, Melanie;Vienna
3570;p_1305;e_24;1305;Horsetzky von Hornthal, Melanie;24;23. Jahresausstellung (Künstlerhaus);1895;Horsetzky von Hornthal, Melanie;Vienna
3571;p_1305;e_25;1305;Horsetzky von Hornthal, Melanie;25;24. Jahresausstellung (Künstlerhaus);1896;Horsetzky von Hornthal, Melanie;Vienna
3572;p_1306;e_22;1306;Horte, Max;22;21. Jahresausstellung (Künstlerhaus);1892;Horte, Max;Berlin
3573;p_1307;e_1;1307;Hörter, August;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Hörter, August;Karlsruhe
3574;p_1307;e_18;1307;Hörter, August;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hörter, August;no value
3575;p_1307;e_20;1307;Hörter, August;20;19. Jahresausstellung (Künstlerhaus);1890;Hörter, August;Karlsruhe
3576;p_1307;e_22;1307;Hörter, August;22;21. Jahresausstellung (Künstlerhaus);1892;Hörter, August;Karlsruhe
3577;p_1308;e_28;1308;Horvath-Vincenti, Renée;28;26. Jahresausstellung (Künstlerhaus);1899;Horvath-Vincenti, Renée;Vienna
3578;p_1309;e_19;1309;Hörwarter, Joseph Eugen;19;18. Jahresausstellung (Künstlerhaus);1889;Hörwarter, Joseph Eugen;Vienna
3579;p_1309;e_20;1309;Hörwarter, Joseph Eugen;20;19. Jahresausstellung (Künstlerhaus);1890;Hörwarter, Joseph Eugen;Vienna
3580;p_1309;e_28;1309;Hörwarter, Joseph Eugen;28;26. Jahresausstellung (Künstlerhaus);1899;Hörwarter, Joseph Eugen;Vienna
3581;p_1310;e_25;1310;Hošek, Franz;25;24. Jahresausstellung (Künstlerhaus);1896;Hošek, Franz;Prague
3582;p_1311;e_26;1311;Hösel, Erich;26;25. Jahresausstellung (Künstlerhaus);1897;Hösel, Erich;Dresden
3583;p_1312;e_27;1312;Höst, M.;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Höst, M.;no value
3584;p_1313;e_18;1313;Hove, Barthélemy von;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hove, Barthélemy von;no value
3585;p_1314;e_29;1314;Hoytema, Theodor van;29;27. Jahresausstellung (Künstlerhaus);1900;Hoytema, Theodor van;Hilversum
3586;p_1315;e_13;1315;Hrn?i?, Thomas;13;13. Jahresausstellung (Künstlerhaus);1883;Hrn?i?, Thomas;Vienna
3587;p_1315;e_14;1315;Hrn?i?, Thomas;14;14. Jahresausstellung (Künstlerhaus);1884;Hrn?i?, Thomas;Vienna
3588;p_1315;e_15;1315;Hrn?i?, Thomas;15;15. Jahresausstellung (Künstlerhaus);1885;Hrn?i?, Thomas;Vienna
3589;p_1315;e_16;1315;Hrn?i?, Thomas;16;16. Jahresausstellung (Künstlerhaus);1886;Hrn?i?, Thomas;Vienna
3590;p_1315;e_17;1315;Hrn?i?, Thomas;17;17. Jahresausstellung (Künstlerhaus);1887;Hrn?i?, Thomas;Vienna
3591;p_1315;e_18;1315;Hrn?i?, Thomas;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hrn?i?, Thomas;no value
3592;p_1315;e_20;1315;Hrn?i?, Thomas;20;19. Jahresausstellung (Künstlerhaus);1890;Hrn?i?, Thomas;Vienna
3593;p_1315;e_22;1315;Hrn?i?, Thomas;22;21. Jahresausstellung (Künstlerhaus);1892;Hrn?i?, Thomas;Vienna
3594;p_1315;e_23;1315;Hrn?i?, Thomas;23;22. Jahresausstellung (Künstlerhaus);1893;Hrn?i?, Thomas;Vienna
3595;p_1315;e_24;1315;Hrn?i?, Thomas;24;23. Jahresausstellung (Künstlerhaus);1895;Hrn?i?, Thomas;Vienna
3596;p_1315;e_25;1315;Hrn?i?, Thomas;25;24. Jahresausstellung (Künstlerhaus);1896;Hrn?i?, Thomas;Vienna
3597;p_1315;e_26;1315;Hrn?i?, Thomas;26;25. Jahresausstellung (Künstlerhaus);1897;Hrn?i?, Thomas;Vienna
3598;p_1315;e_27;1315;Hrn?i?, Thomas;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Hrn?i?, Thomas;Vienna
3599;p_1315;e_28;1315;Hrn?i?, Thomas;28;26. Jahresausstellung (Künstlerhaus);1899;Hrn?i?, Thomas;Vienna
3600;p_1316;e_15;1316;Hron, Hans;15;15. Jahresausstellung (Künstlerhaus);1885;Hron, Hans;Vienna
3601;p_1317;e_2;1317;Huber, Carl Rudolf;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Huber, Carl Rudolf;Vienna
3602;p_1317;e_3;1317;Huber, Carl Rudolf;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Huber, Carl Rudolf;Vienna
3603;p_1317;e_4;1317;Huber, Carl Rudolf;4;4. Große Jahresausstellung (Künstlerhaus);1872;Huber, Carl Rudolf;Vienna
3604;p_1317;e_7;1317;Huber, Carl Rudolf;7;7. Große Jahresausstellung (Künstlerhaus);1876;Huber, Carl Rudolf;Vienna
3605;p_1317;e_8;1317;Huber, Carl Rudolf;8;8. Große Jahresausstellung (Künstlerhaus);1877;Huber, Carl Rudolf;Vienna
3606;p_1317;e_9;1317;Huber, Carl Rudolf;9;9. Große Jahresausstellung (Künstlerhaus);1878;Huber, Carl Rudolf;Vienna
3607;p_1317;e_11;1317;Huber, Carl Rudolf;11;11. Jahresausstellung (Künstlerhaus);1880;Huber, Carl Rudolf;Vienna
3608;p_1317;e_12;1317;Huber, Carl Rudolf;12;12. Jahresausstellung (Künstlerhaus);1881;Huber, Carl Rudolf;Vienna
3609;p_1317;e_13;1317;Huber, Carl Rudolf;13;13. Jahresausstellung (Künstlerhaus);1883;Huber, Carl Rudolf;Vienna
3610;p_1317;e_14;1317;Huber, Carl Rudolf;14;14. Jahresausstellung (Künstlerhaus);1884;Huber, Carl Rudolf;Vienna
3611;p_1317;e_17;1317;Huber, Carl Rudolf;17;17. Jahresausstellung (Künstlerhaus);1887;Huber, Carl Rudolf;Vienna
3612;p_1317;e_18;1317;Huber, Carl Rudolf;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Huber, Carl Rudolf;no value
3613;p_1317;e_19;1317;Huber, Carl Rudolf;19;18. Jahresausstellung (Künstlerhaus);1889;Huber, Carl Rudolf;Vienna
3614;p_1317;e_21;1317;Huber, Carl Rudolf;21;20. Jahresausstellung (Künstlerhaus);1891;Huber, Carl Rudolf;Vienna
3615;p_1317;e_22;1317;Huber, Carl Rudolf;22;21. Jahresausstellung (Künstlerhaus);1892;Huber, Carl Rudolf;Vienna
3616;p_1317;e_24;1317;Huber, Carl Rudolf;24;23. Jahresausstellung (Künstlerhaus);1895;Huber, Carl Rudolf;Vienna
3617;p_1318;e_27;1318;Huber, Josef;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Huber, Josef;Munich
3618;p_1318;e_27;1318;Huber, Josef;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Huber, Josef;Munich
3619;p_1319;e_1;1319;Hübner, C.;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Hübner, C.;Düsseldorf
3620;p_1319;e_7;1319;Hübner, C.;7;7. Große Jahresausstellung (Künstlerhaus);1876;Hübner, C.;Düsseldorf
3621;p_1320;e_18;1320;Hübner, Eduard;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hübner, Eduard;no value
3622;p_1321;e_28;1321;Hübner, Heinrich;28;26. Jahresausstellung (Künstlerhaus);1899;Hübner, Heinrich;Berlin
3623;p_1322;e_28;1322;Hübner, Ulrich;28;26. Jahresausstellung (Künstlerhaus);1899;Hübner, Ulrich;Berlin
3624;p_1323;e_28;1323;Hude?ek, Antonín;28;26. Jahresausstellung (Künstlerhaus);1899;Hude?ek, Antonín;Prague
3625;p_1323;e_29;1323;Hude?ek, Antonín;29;27. Jahresausstellung (Künstlerhaus);1900;Hude?ek, Antonín;Prague
3626;p_1324;e_7;1324;Hudetz, Josef;7;7. Große Jahresausstellung (Künstlerhaus);1876;Hudetz, Josef;Vienna
3627;p_1324;e_19;1324;Hudetz, Josef;19;18. Jahresausstellung (Künstlerhaus);1889;Hudetz, Josef;Vienna
3628;p_1324;e_27;1324;Hudetz, Josef;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Hudetz, Josef;Vienna
3629;p_1325;e_27;1325;Hudler, August;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Hudler, August;Munich
3630;p_1325;e_29;1325;Hudler, August;29;27. Jahresausstellung (Künstlerhaus);1900;Hudler, August;Munich
3631;p_1326;e_21;1326;Huisken, Hermann;21;20. Jahresausstellung (Künstlerhaus);1891;Huisken, Hermann;Karlsruhe
3632;p_1327;e_2;1327;Hummel, C.;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Hummel, C.;Weimar
3633;p_1328;e_18;1328;Hummel, Carl;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hummel, Carl;no value
3634;p_1329;e_22;1329;Hundrieser, Emil;22;21. Jahresausstellung (Künstlerhaus);1892;Hundrieser, Emil;Berlin
3635;p_1330;e_18;1330;Hünten, Emil;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hünten, Emil;no value
3636;p_1331;e_18;1331;Hunter, Colin;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hunter, Colin;no value
3637;p_1332;e_2;1332;Hunziker, Eduard;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Hunziker, Eduard;Karlsruhe
3638;p_1333;e_6;1333;Hutschenreiter, Viktor Max;6;6. Große Jahresausstellung (Künstlerhaus);1875;Hutschenreiter, Max von;Vienna
3639;p_1333;e_1;1333;Hutschenreiter, Viktor Max;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Hutschenreiter, Viktor Max;Vienna
3640;p_1333;e_3;1333;Hutschenreiter, Viktor Max;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Hutschenreiter, Viktor Max;Vienna
3641;p_1333;e_4;1333;Hutschenreiter, Viktor Max;4;4. Große Jahresausstellung (Künstlerhaus);1872;Hutschenreiter, Viktor Max;Vienna
3642;p_1333;e_5;1333;Hutschenreiter, Viktor Max;5;5. Große Jahresausstellung (Künstlerhaus);1874;Hutschenreiter, Viktor Max;Vienna
3643;p_1333;e_7;1333;Hutschenreiter, Viktor Max;7;7. Große Jahresausstellung (Künstlerhaus);1876;Hutschenreiter, Viktor Max;Vienna
3644;p_1334;e_12;1334;Hynais, Vojt?ch;12;12. Jahresausstellung (Künstlerhaus);1881;Hynais, Vojt?ch;Paris
3645;p_1334;e_17;1334;Hynais, Vojt?ch;17;17. Jahresausstellung (Künstlerhaus);1887;Hynais, Vojt?ch;Paris
3646;p_1334;e_24;1334;Hynais, Vojt?ch;24;23. Jahresausstellung (Künstlerhaus);1895;Hynais, Vojt?ch;Prague
3647;p_1335;e_18;1335;Hyrtl, Jakob;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Hyrtl, Jakob;no value
3648;p_1336;e_3;1336;Idar, Hans;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Idar, Hans;Vienna
3649;p_1337;e_11;1337;Igler, Gustav;11;11. Jahresausstellung (Künstlerhaus);1880;Igler, Gustav;Stuttgart
3650;p_1338;e_19;1338;Illitsch, Alexander;19;18. Jahresausstellung (Künstlerhaus);1889;Illitsch, Alexander;Berlin
3651;p_1338;e_23;1338;Illitsch, Alexander;23;22. Jahresausstellung (Künstlerhaus);1893;Illitsch, Alexander;Vienna
3652;p_1338;e_24;1338;Illitsch, Alexander;24;23. Jahresausstellung (Künstlerhaus);1895;Illitsch, Alexander;Vienna
3653;p_1338;e_25;1338;Illitsch, Alexander;25;24. Jahresausstellung (Künstlerhaus);1896;Illitsch, Alexander;Vienna
3654;p_1338;e_28;1338;Illitsch, Alexander;28;26. Jahresausstellung (Künstlerhaus);1899;Illitsch, Alexander;Vienna
3655;p_1339;e_29;1339;Image, Selwyn;29;27. Jahresausstellung (Künstlerhaus);1900;Image, Selwyn;London
3656;p_1340;e_7;1340;Induno, Domenico;7;7. Große Jahresausstellung (Künstlerhaus);1876;Induno, Domenico;Milan
3657;p_1341;e_4;1341;Induno, Gerolamo;4;4. Große Jahresausstellung (Künstlerhaus);1872;Induno, Gerolamo;Milan
3658;p_1341;e_15;1341;Induno, Gerolamo;15;15. Jahresausstellung (Künstlerhaus);1885;Induno, Gerolamo;Milan
3659;p_1342;e_2;1342;Ingenmey, Franz Maria;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Ingenmey, Franz Maria;Düsseldorf
3660;p_1342;e_4;1342;Ingenmey, Franz Maria;4;4. Große Jahresausstellung (Künstlerhaus);1872;Ingenmey, Franz Maria;Düsseldorf
3661;p_1342;e_6;1342;Ingenmey, Franz Maria;6;6. Große Jahresausstellung (Künstlerhaus);1875;Ingenmey, Franz Maria;Düsseldorf
3662;p_1343;e_28;1343;Injalbert, Jean Antoine;28;26. Jahresausstellung (Künstlerhaus);1899;Injalbert, Jean Antoine;Paris
3663;p_1344;e_26;1344;Innocenti, C.;26;25. Jahresausstellung (Künstlerhaus);1897;Innocenti, C.;Milan
3664;p_1345;e_1;1345;Invara, Tomaso;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Invara, Tomaso;Paris
3665;p_1346;e_3;1346;Ireland, Eduard;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Ireland, Eduard;Düsseldorf
3666;p_1347;e_4;1347;Irmer, Carl;4;4. Große Jahresausstellung (Künstlerhaus);1872;Irmer, Carl;Düsseldorf
3667;p_1347;e_12;1347;Irmer, Carl;12;12. Jahresausstellung (Künstlerhaus);1881;Irmer, Carl;Düsseldorf
3668;p_1347;e_21;1347;Irmer, Carl;21;20. Jahresausstellung (Künstlerhaus);1891;Irmer, Carl;Düsseldorf
3669;p_1348;e_2;1348;Isabey, Eugène;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Isabey, Eugène;Paris
3670;p_1348;e_4;1348;Isabey, Eugène;4;4. Große Jahresausstellung (Künstlerhaus);1872;Isabey, Eugène;Paris
3671;p_1348;e_11;1348;Isabey, Eugène;11;11. Jahresausstellung (Künstlerhaus);1880;Isabey, Eugène;Paris
3672;p_1349;e_8;1349;Isella, Pietro;8;8. Große Jahresausstellung (Künstlerhaus);1877;Isella, Pietro;Vienna
3673;p_1350;e_22;1350;Israel, Daniel;22;21. Jahresausstellung (Künstlerhaus);1892;Israel, Daniel;Munich
3674;p_1350;e_23;1350;Israel, Daniel;23;22. Jahresausstellung (Künstlerhaus);1893;Israel, Daniel;Munich
3675;p_1350;e_24;1350;Israel, Daniel;24;23. Jahresausstellung (Künstlerhaus);1895;Israel, Daniel;Munich
3676;p_2156;e_28;2156;Nisbet, Robert Buchan;28;26. Jahresausstellung (Künstlerhaus);1899;Nisbet, Robert Buchan;Comrie
3677;p_1352;e_27;1352;Iversen, Helene;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Iversen, Helene;Berlin
3678;p_1353;e_2;1353;Jabert;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Jabert;Paris
3679;p_1354;e_17;1354;Jacob, Julius;17;17. Jahresausstellung (Künstlerhaus);1887;Jacob, Julius;Berlin
3680;p_1354;e_22;1354;Jacob, Julius;22;21. Jahresausstellung (Künstlerhaus);1892;Jacob, Julius;Berlin
3681;p_1367;e_21;1367;Jakobides, Georg;21;20. Jahresausstellung (Künstlerhaus);1891;Jakobides, Georg;Munich
3682;p_1355;e_10;1355;Jacobsen, Sophus;10;10. Große Jahresausstellung (Künstlerhaus);1879;Jacobson, Sophus;Düsseldorf
3683;p_1355;e_18;1355;Jacobsen, Sophus;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jacobson, Sophus;no value
3684;p_1356;e_3;1356;Jacoby, Louis;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Jacoby, Louis;Vienna
3685;p_1357;e_2;1357;Jacque, Charles Emile;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Jacque, Charles Emile;Paris
3686;p_1357;e_4;1357;Jacque, Charles Emile;4;4. Große Jahresausstellung (Künstlerhaus);1872;Jacque, Charles Emile;Brussels
3687;p_1357;e_8;1357;Jacque, Charles Emile;8;8. Große Jahresausstellung (Künstlerhaus);1877;Jacque, Charles Emile;Brussels
3688;p_1358;e_10;1358;Jacquemart, Jules;10;10. Große Jahresausstellung (Künstlerhaus);1879;Jacquemart, Jules;no value
3689;p_1359;e_1;1359;Jäger, Friedrich;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Jäger, Friedrich;Munich
3690;p_3352;e_29;3352;Westphal, Otto;29;27. Jahresausstellung (Künstlerhaus);1900;Westphal, Otto;Crefeld
3691;p_1359;e_11;1359;Jäger, Friedrich;11;11. Jahresausstellung (Künstlerhaus);1880;Jäger, Friedrich;Munich
3692;p_1361;e_27;1361;Jahn, Georg M.;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Jahn, Georg M.;Dresden
3693;p_1362;e_23;1362;Jahnke, Carl;23;22. Jahresausstellung (Künstlerhaus);1893;Jahnke, Carl;Munich
3694;p_1363;e_15;1363;Jähnl, Karl;15;15. Jahresausstellung (Künstlerhaus);1885;Jähnl, Karl;Vienna
3695;p_1363;e_17;1363;Jähnl, Karl;17;17. Jahresausstellung (Künstlerhaus);1887;Jähnl, Karl;Vienna
3696;p_1363;e_18;1363;Jähnl, Karl;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jähnl, Karl;no value
3697;p_1364;e_19;1364;Jakesch, Alexander;19;18. Jahresausstellung (Künstlerhaus);1889;Jakesch, Alexander;Prague
3698;p_1364;e_22;1364;Jakesch, Alexander;22;21. Jahresausstellung (Künstlerhaus);1892;Jakesch, Alexander;Prague
3699;p_1365;e_23;1365;Jakesch, Heinrich;23;22. Jahresausstellung (Künstlerhaus);1893;Jakesch, Heinrich;Prague
3700;p_1365;e_24;1365;Jakesch, Heinrich;24;23. Jahresausstellung (Künstlerhaus);1895;Jakesch, Heinrich;Prague
3701;p_1366;e_25;1366;Jaki?, Richard;25;24. Jahresausstellung (Künstlerhaus);1896;Jaki?, Richard;Vienna
3702;p_1367;e_26;1367;Jakobides, Georg;26;25. Jahresausstellung (Künstlerhaus);1897;Jakobides, Georg;Munich
3703;p_1368;e_1;1368;Jakobs, Jakob;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Jakobs, Jakob;Antwerp
3704;p_1369;e_15;1369;Jakobsen, S.;15;15. Jahresausstellung (Künstlerhaus);1885;Jakobsen, S.;Düsseldorf
3705;p_1356;e_1;1356;Jacoby, Louis;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Jakoby, Louis;Vienna
3706;p_1370;e_20;1370;Janda, Hermine von;20;19. Jahresausstellung (Künstlerhaus);1890;Janda, Hermine von;Vienna
3707;p_1370;e_21;1370;Janda, Hermine von;21;20. Jahresausstellung (Künstlerhaus);1891;Janda, Hermine von;Vienna
3708;p_1370;e_23;1370;Janda, Hermine von;23;22. Jahresausstellung (Künstlerhaus);1893;Janda, Hermine von;Vienna
3709;p_1370;e_24;1370;Janda, Hermine von;24;23. Jahresausstellung (Künstlerhaus);1895;Janda, Hermine von;Vienna
3710;p_1370;e_25;1370;Janda, Hermine von;25;24. Jahresausstellung (Künstlerhaus);1896;Janda, Hermine von;Vienna
3711;p_1370;e_28;1370;Janda, Hermine von;28;26. Jahresausstellung (Künstlerhaus);1899;Janda, Hermine von;Vienna
3712;p_1371;e_23;1371;Jankovits, Julius;23;22. Jahresausstellung (Künstlerhaus);1893;Jankovits, Julius;Vienna
3713;p_2044;e_27;2044;Monchablon, Jan;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Jan-Monchalbon, Ferdinand;Paris
3714;p_1372;e_1;1372;Janowsky, A.;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Janowsky, A.;Vienna
3715;p_1373;e_17;1373;Jansa, Wenzel;17;17. Jahresausstellung (Künstlerhaus);1887;Jansa, Wenzel;Vienna
3716;p_1373;e_19;1373;Jansa, Wenzel;19;18. Jahresausstellung (Künstlerhaus);1889;Jansa, Wenzel;Vienna
3717;p_1373;e_22;1373;Jansa, Wenzel;22;21. Jahresausstellung (Künstlerhaus);1892;Jansa, Wenzel;Prague
3718;p_1373;e_23;1373;Jansa, Wenzel;23;22. Jahresausstellung (Künstlerhaus);1893;Jansa, Wenzel;Prague
3719;p_1373;e_28;1373;Jansa, Wenzel;28;26. Jahresausstellung (Künstlerhaus);1899;Jansa, Wenzel;Prague
3720;p_1374;e_29;1374;Jansen, Hendrik;29;27. Jahresausstellung (Künstlerhaus);1900;Jansen, Hendrik;Amsterdam
3721;p_1375;e_4;1375;Jansen, Joseph;4;4. Große Jahresausstellung (Künstlerhaus);1872;Jansen, Joseph;Düsseldorf
3722;p_1376;e_27;1376;Janssen, Peter;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Janssen, Peter;Düsseldorf
3723;p_1377;e_22;1377;Járay, Sandor;22;21. Jahresausstellung (Künstlerhaus);1892;Járay, Sandor;Vienna
3724;p_1377;e_25;1377;Járay, Sandor;25;24. Jahresausstellung (Künstlerhaus);1896;Járay, Sandor;Berlin
3725;p_1378;e_16;1378;Jarl, Otto;16;16. Jahresausstellung (Künstlerhaus);1886;Jarl, Otto;Vienna
3726;p_1378;e_17;1378;Jarl, Otto;17;17. Jahresausstellung (Künstlerhaus);1887;Jarl, Otto;Vienna
3727;p_1378;e_18;1378;Jarl, Otto;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jarl, Otto;no value
3728;p_1378;e_19;1378;Jarl, Otto;19;18. Jahresausstellung (Künstlerhaus);1889;Jarl, Otto;Vienna
3729;p_1378;e_21;1378;Jarl, Otto;21;20. Jahresausstellung (Künstlerhaus);1891;Jarl, Otto;Vienna
3730;p_1378;e_22;1378;Jarl, Otto;22;21. Jahresausstellung (Künstlerhaus);1892;Jarl, Otto;Vienna
3731;p_1378;e_23;1378;Jarl, Otto;23;22. Jahresausstellung (Künstlerhaus);1893;Jarl, Otto;Vienna
3732;p_1378;e_26;1378;Jarl, Otto;26;25. Jahresausstellung (Künstlerhaus);1897;Jarl, Otto;Vienna
3733;p_1378;e_28;1378;Jarl, Otto;28;26. Jahresausstellung (Künstlerhaus);1899;Jarl, Otto;Vienna
3734;p_1379;e_7;1379;Jaroszy?ski, Józef;7;7. Große Jahresausstellung (Künstlerhaus);1876;Jaroszy?ski, Józef;Vienna
3735;p_1379;e_23;1379;Jaroszy?ski, Józef;23;22. Jahresausstellung (Künstlerhaus);1893;Jaroszy?ski, Józef;Munich
3736;p_1380;e_28;1380;Jaschke, Franz;28;26. Jahresausstellung (Künstlerhaus);1899;Jaschke, Franz;Vienna
3737;p_1381;e_2;1381;Jasper, Viktor;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Jasper, Viktor;Vienna
3738;p_1381;e_5;1381;Jasper, Viktor;5;5. Große Jahresausstellung (Künstlerhaus);1874;Jasper, Viktor;Vienna
3739;p_1381;e_11;1381;Jasper, Viktor;11;11. Jahresausstellung (Künstlerhaus);1880;Jasper, Viktor;Vienna
3740;p_1381;e_13;1381;Jasper, Viktor;13;13. Jahresausstellung (Künstlerhaus);1883;Jasper, Viktor;Vienna
3741;p_1381;e_14;1381;Jasper, Viktor;14;14. Jahresausstellung (Künstlerhaus);1884;Jasper, Viktor;Vienna
3742;p_1381;e_15;1381;Jasper, Viktor;15;15. Jahresausstellung (Künstlerhaus);1885;Jasper, Viktor;Vienna
3743;p_1381;e_16;1381;Jasper, Viktor;16;16. Jahresausstellung (Künstlerhaus);1886;Jasper, Viktor;Vienna
3744;p_1381;e_20;1381;Jasper, Viktor;20;19. Jahresausstellung (Künstlerhaus);1890;Jasper, Viktor;Vienna
3745;p_1381;e_21;1381;Jasper, Viktor;21;20. Jahresausstellung (Künstlerhaus);1891;Jasper, Viktor;Vienna
3746;p_1381;e_25;1381;Jasper, Viktor;25;24. Jahresausstellung (Künstlerhaus);1896;Jasper, Viktor;Vienna
3747;p_1382;e_19;1382;Jaumann, Rudolf Alfred;19;18. Jahresausstellung (Künstlerhaus);1889;Jaumann, Rudolf Alfred;Munich
3748;p_1382;e_26;1382;Jaumann, Rudolf Alfred;26;25. Jahresausstellung (Künstlerhaus);1897;Jaumann, Rudolf Alfred;Salzburg
3749;p_1383;e_28;1383;Jauss, Georg;28;26. Jahresausstellung (Künstlerhaus);1899;Jauss, Georg;Munich
3750;p_1384;e_3;1384;Jautzen, H.;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Jautzen, H.;Berlin
3751;p_1385;e_4;1385;Jebens, Adolph;4;4. Große Jahresausstellung (Künstlerhaus);1872;Jebens, Adolph;Berlin
3752;p_1386;e_18;1386;Jelinek, Wilhelm;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jelinek, Wilhelm;no value
3753;p_1386;e_27;1386;Jelinek, Wilhelm;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Jelinek, Wilhelm;Vienna
3754;p_388;e_29;388;Brütt, Ferdinand;29;27. Jahresausstellung (Künstlerhaus);1900;Brütt, Ferdinand;Cronberg im Taunus
3755;p_1;e_17;1;Aronson, Martha;17;17. Jahresausstellung (Künstlerhaus);1887;Aronson, Martha;Danzig
3756;p_1388;e_16;1388;Jendrássik, Jenö;16;16. Jahresausstellung (Künstlerhaus);1886;Jendrássik, Jenö;Budapest
3757;p_1388;e_18;1388;Jendrássik, Jenö;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jendrássik, Jenö;no value
3758;p_1389;e_24;1389;Jenewein, Felix;24;23. Jahresausstellung (Künstlerhaus);1895;Jenewein, Felix;Prague
3759;p_1389;e_26;1389;Jenewein, Felix;26;25. Jahresausstellung (Künstlerhaus);1897;Jenewein, Felix;Prague
3760;p_1390;e_27;1390;Jensen, O.;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Jensen, O.;no value
3761;p_1391;e_25;1391;Jerace, Francesco;25;24. Jahresausstellung (Künstlerhaus);1896;Jerace, Francesco;Naples
3762;p_1392;e_2;1392;Jernberg, August;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Jernberg, August;Düsseldorf
3763;p_1392;e_4;1392;Jernberg, August;4;4. Große Jahresausstellung (Künstlerhaus);1872;Jernberg, August;Düsseldorf
3764;p_1392;e_7;1392;Jernberg, August;7;7. Große Jahresausstellung (Künstlerhaus);1876;Jernberg, August;Düsseldorf
3765;p_1392;e_12;1392;Jernberg, August;12;12. Jahresausstellung (Künstlerhaus);1881;Jernberg, August;Düsseldorf
3766;p_1393;e_15;1393;Jernberg, Olof;15;15. Jahresausstellung (Künstlerhaus);1885;Jernberg, Olof;Düsseldorf
3767;p_1393;e_18;1393;Jernberg, Olof;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Jernberg, Olof;no value
3768;p_1393;e_19;1393;Jernberg, Olof;19;18. Jahresausstellung (Künstlerhaus);1889;Jernberg, Olof;Düsseldorf
3769;p_1393;e_21;1393;Jernberg, Olof;21;20. Jahresausstellung (Künstlerhaus);1891;Jernberg, Olof;Düsseldorf
